"V1","V2"
0.0996017420288138,0.0774356630379647
0.0996017420288138,0.0774356630379647
0.0996017420288138,0.0774356630379647
0.0996017420288138,0.0774356630379647
0.0996017420288138,0.0774356630379647
0.0996017420288138,0.0774356630379647
0.0988460689180309,0.0511913807367917
0.0988460689180309,0.0511913807367917
0.0988460689180309,0.0511913807367917
0.115077654119893,0.0725077446195671
0.115077654119893,0.0725077446195671
0.115077654119893,0.0725077446195671
0.115077654119893,0.0725077446195671
0.115077654119893,0.0725077446195671
0.115077654119893,0.0725077446195671
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.125507394247529,0.0793023474745379
0.128780664212455,0.0975397534837401
0.160353672348814,0.0979959193576264
0.160353672348814,0.0979959193576264
0.160353672348814,0.0979959193576264
0.160353672348814,0.0979959193576264
0.160353672348814,0.0979959193576264
0.160353672348814,0.0979959193576264
0.153801561648556,0.089192076397118
0.108443427806097,0.0895414930878078
0.0910207787110164,0.107939774103428
0.0836827039946666,0.104104576549537
0.0895949223658955,0.102132855368183
0.0895949223658955,0.102132855368183
0.137676405092965,0.0994393159188068
0.123412116370551,0.105741711817516
0.123412116370551,0.105741711817516
0.149014505070286,0.094594522629635
0.149014505070286,0.094594522629635
0.119966919100446,0.0705957500982504
0.13556022205651,0.0741247736702245
0.128640585102936,0.0635392692340919
0.128640585102936,0.0635392692340919
0.128640585102936,0.0635392692340919
0.128640585102936,0.0635392692340919
0.132952496089132,0.09716972005422
0.106087735671197,0.113741344367502
0.106087735671197,0.113741344367502
0.106087735671197,0.113741344367502
0.106087735671197,0.113741344367502
0.153258656348911,0.108256387264817
0.153258656348911,0.108256387264817
0.153258656348911,0.108256387264817
0.153258656348911,0.108256387264817
0.139623545067625,0.125731243743521
0.115273458675059,0.0719535064031254
0.120745349662518,0.0821177539531396
0.144509166432019,0.104980095342707
0.144509166432019,0.104980095342707
0.129714350755628,0.12295154036621
0.112574002058946,0.0926841582288592
0.112574002058946,0.0926841582288592
0.112574002058946,0.0926841582288592
0.110814811650752,0.0752184905852265
0.110814811650752,0.0752184905852265
0.100370383714,0.0948921110666731
0.100370383714,0.0948921110666731
0.100370383714,0.0948921110666731
0.100370383714,0.0948921110666731
0.100370383714,0.0948921110666731
0.100370383714,0.0948921110666731
0.0911134444555238,0.0732081378992731
0.0911134444555238,0.0732081378992731
0.0911134444555238,0.0732081378992731
0.0911134444555238,0.0732081378992731
0.0911134444555238,0.0732081378992731
0.0911134444555238,0.0732081378992731
0.0880432051700614,0.071126241844755
0.0918568942519043,0.0853244379462555
0.0890470770539184,0.0558691952629242
0.0890470770539184,0.0558691952629242
0.0890470770539184,0.0558691952629242
0.109694862686241,0.0860936568106954
0.109694862686241,0.0860936568106954
0.109694862686241,0.0860936568106954
0.109694862686241,0.0860936568106954
0.0943853868356181,0.0716734736037618
0.0943853868356181,0.0716734736037618
0.0877773030978507,0.0876470887138354
0.11001267899894,0.0940602237682554
0.123885541798827,0.116523319308768
0.0979437728889323,0.108316350845428
0.0979437728889323,0.108316350845428
0.127034925251588,0.0737341014145013
0.127034925251588,0.0737341014145013
0.127034925251588,0.0737341014145013
0.105150803574252,0.0442156689623751
0.105150803574252,0.0442156689623751
0.155889634540441,0.0706639581816221
0.148581160976508,0.0870907517668866
0.148581160976508,0.0870907517668866
0.148581160976508,0.0870907517668866
0.134644992958473,0.0716430872863441
0.137543955459474,0.0706238032388267
0.137543955459474,0.0706238032388267
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.159833856829964,0.0891694301821041
0.205279471088463,0.119129775649757
0.205279471088463,0.119129775649757
0.205279471088463,0.119129775649757
