"V1","V2","V3","V4"
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.219953328532058,0.22104507998903,0.0658192748002066,0.131704888581867
0.199859522851268,0.127436073658129,0.0385120184574123,0.0852702277574416
0.199859522851268,0.127436073658129,0.0385120184574123,0.0852702277574416
0.199859522851268,0.127436073658129,0.0385120184574123,0.0852702277574416
0.199859522851268,0.127436073658129,0.0385120184574123,0.0852702277574416
0.200152918991732,0.158725608389418,0.0503639424413744,0.215577114575609
0.200152918991732,0.158725608389418,0.0503639424413744,0.215577114575609
0.200152918991732,0.158725608389418,0.0503639424413744,0.215577114575609
0.200152918991732,0.158725608389418,0.0503639424413744,0.215577114575609
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.224234734741436,0.247869130457983,0.078949091455973,0.167432969027209
0.234546244737088,0.285665161699709,0.0918763638416546,0.264040215478876
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.27848310884604,0.208109237206654,0.109812113849402,0.150021044027218
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.21491478344576,0.143304782800439,0.063934220282901,0.161511882508279
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.212178350683499,0.167444202963261,0.0642214961495698,0.258376479732116
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.22319108505693,0.153006302880614,0.066869300649001,0.394583368627987
0.204920062971945,0.237098149089119,0.0562642344217042,0.422153899881212
0.204920062971945,0.237098149089119,0.0562642344217042,0.422153899881212
0.19059531018347,0.12367430274999,0.0328651758681661,0.379041018739881
0.19059531018347,0.12367430274999,0.0328651758681661,0.379041018739881
0.19059531018347,0.12367430274999,0.0328651758681661,0.379041018739881
0.19059531018347,0.12367430274999,0.0328651758681661,0.379041018739881
0.19059531018347,0.12367430274999,0.0328651758681661,0.379041018739881
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.208992979203255,0.361321307604438,0.0897727371331766,0.2116596412626
0.195065466010078,0.224569180220074,0.063013216517244,0.259785567118789
0.195581834381276,0.0236647857752107,0.01799059532878,0.179056528380255
0.195581834381276,0.0236647857752107,0.01799059532878,0.179056528380255
0.195581834381276,0.0236647857752107,0.01799059532878,0.179056528380255
0.184549311756278,0.191856319616221,0.0551911325574027,0.286000185784617
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
0.180855773589276,0.295439839312152,0.0701052227934789,0.164748840961669
