"V1","V2","V3","V4","V5","V6","V7"
0.247286952667314,0.12303811368619,0.338920412950718,0.137730722766127,0.271663494031976,0.411636017382536,125
0.247286952667314,0.12303811368619,0.338920412950718,0.137730722766127,0.271663494031976,0.411636017382536,125
0.247286952667314,0.12303811368619,0.338920412950718,0.137730722766127,0.271663494031976,0.411636017382536,125
0.21319451257391,0.0961025721787642,0.29128381882561,0.184596006008663,0.243275802188504,0.250579588708492,120
0.21319451257391,0.0961025721787642,0.29128381882561,0.184596006008663,0.243275802188504,0.250579588708492,120
0.21319451257391,0.0961025721787642,0.29128381882561,0.184596006008663,0.243275802188504,0.250579588708492,120
0.181180997548191,0.0617004842122369,0.468981081507389,0.185412719406676,0.158289081736741,0.506697602120713,115
0.181180997548191,0.0617004842122369,0.468981081507389,0.185412719406676,0.158289081736741,0.506697602120713,115
0.181180997548191,0.0617004842122369,0.468981081507389,0.185412719406676,0.158289081736741,0.506697602120713,115
0.181180997548191,0.0617004842122369,0.468981081507389,0.185412719406676,0.158289081736741,0.506697602120713,115
0.181180997548191,0.0617004842122369,0.468981081507389,0.185412719406676,0.158289081736741,0.506697602120713,115
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.212120188737513,0.104327387218336,0.288465523695467,0.205760504838889,0.0822450156971617,0.651445039563913,111
0.216492589116176,0.102523754326391,0.226826286475167,0.15764454709848,0.100308659586883,0.808254406147481,113
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.206466779356799,0.110830991139247,0.179621375238332,0.149585199424038,0.0839605375074436,0.834058670111677,111
0.208785881671141,0.108223095195993,0.114770251889354,0.220560264382636,0.0489801110132608,0.600356325434921,109
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.194410951081112,0.108498018302745,0.134671264794657,0.228380550692511,0.0654010682709123,0.565144060774042,111
0.225331219594299,0.138248280716781,0.114832341500298,0.268840660852888,0.0785462642208634,0.5530048777841,111
0.225331219594299,0.138248280716781,0.114832341500298,0.268840660852888,0.0785462642208634,0.5530048777841,111
0.225331219594299,0.138248280716781,0.114832341500298,0.268840660852888,0.0785462642208634,0.5530048777841,111
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.193841537712555,0.119571710751854,0.124992329668343,0.225178357306881,0.0942943127954385,0.558700906163683,112
0.145915378190855,0.0608578386918451,0.172597380286629,0.250290851824274,0.0553546935276073,0.442274456753984,111
0.145915378190855,0.0608578386918451,0.172597380286629,0.250290851824274,0.0553546935276073,0.442274456753984,111
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.125052148158459,0.0348724980688685,0.186422644606747,0.164039095921636,0.0529937856797139,0.430421035503497,105
0.139087394394221,0.0500845287769531,0.341159103830315,0.164014776421538,0.102016137587539,0.58143500680311,105
0.139087394394221,0.0500845287769531,0.341159103830315,0.164014776421538,0.102016137587539,0.58143500680311,105
0.139087394394221,0.0500845287769531,0.341159103830315,0.164014776421538,0.102016137587539,0.58143500680311,105
0.139087394394221,0.0500845287769531,0.341159103830315,0.164014776421538,0.102016137587539,0.58143500680311,105
