"V1","V2","V3","V4","V5","V6"
0.336461336207463,0.360063286561404,0.0696649506852789,0.345758841514933,0.819074734636504,0.371618255261459
0.342948323007997,0.362739916406884,0.0577356191515141,0.552940023716715,0.809842586842479,0.312706088435592
0.342948323007997,0.362739916406884,0.0577356191515141,0.552940023716715,0.809842586842479,0.312706088435592
0.342948323007997,0.362739916406884,0.0577356191515141,0.552940023716715,0.809842586842479,0.312706088435592
0.342948323007997,0.362739916406884,0.0577356191515141,0.552940023716715,0.809842586842479,0.312706088435592
0.342948323007997,0.362739916406884,0.0577356191515141,0.552940023716715,0.809842586842479,0.312706088435592
0.334577553249057,0.393764696896771,0.0419085361941622,0.510534682714807,0.805793047650543,0.301741121576006
0.334577553249057,0.393764696896771,0.0419085361941622,0.510534682714807,0.805793047650543,0.301741121576006
0.336860378999478,0.273599840012234,0.0491820620494512,0.417812239433773,0.84194670761038,0.252830247420071
0.336860378999478,0.273599840012234,0.0491820620494512,0.417812239433773,0.84194670761038,0.252830247420071
0.336860378999478,0.273599840012234,0.0491820620494512,0.417812239433773,0.84194670761038,0.252830247420071
0.336860378999478,0.273599840012234,0.0491820620494512,0.417812239433773,0.84194670761038,0.252830247420071
0.336860378999478,0.273599840012234,0.0491820620494512,0.417812239433773,0.84194670761038,0.252830247420071
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.410836560025482,0.124952615537057,0.0244210427760737,0.433821556374369,0.741613091172187,0.25208985266435
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
0.385196310227432,0.142270833678975,0.0410250023765413,0.439296115928167,0.928369079545828,0.261012984958488
