"V1","V2","V3","V4","V5","V6"
0.370145088618259,0.290089015763482,0.0337381097437431,0.554850453532526,0.996739747474864,0.452066788084349
0.366601731815316,0.169356667920655,0.0732615178428867,0.563162074559606,0.895915766009707,0.352500041661409
0.366601731815316,0.169356667920655,0.0732615178428867,0.563162074559606,0.895915766009707,0.352500041661409
0.366601731815316,0.169356667920655,0.0732615178428867,0.563162074559606,0.895915766009707,0.352500041661409
0.282470047703862,0.330511661141729,0.126952879311687,0.269927952615574,0.739744017036716,0.47420521670772
0.282470047703862,0.330511661141729,0.126952879311687,0.269927952615574,0.739744017036716,0.47420521670772
0.314371013183447,0.394430399561207,0.161313906807293,0.190935291805804,0.85488029322098,0.663816124747868
0.314371013183447,0.394430399561207,0.161313906807293,0.190935291805804,0.85488029322098,0.663816124747868
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.302945877227326,0.308486777538948,0.128114070064755,0.165293166066962,0.938764159966705,0.672212504531708
0.284456374738768,0.379109669416623,0.0985007730093652,0.117360277777689,0.770229334204076,0.819219435113348
0.284456374738768,0.379109669416623,0.0985007730093652,0.117360277777689,0.770229334204076,0.819219435113348
