"V1","V2","V3","V4","V5"
0.309846286582501,0.0367826895757569,0.11291338804813,0.545017148345753,57
0.309846286582501,0.0367826895757569,0.11291338804813,0.545017148345753,57
0.309846286582501,0.0367826895757569,0.11291338804813,0.545017148345753,57
0.309846286582501,0.0367826895757569,0.11291338804813,0.545017148345753,57
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.320654095266441,0.0401667064887863,0.117542732995795,0.300482603050435,67
0.299125000573069,0.0499495321400756,0.115308774326371,0.186748765692801,69
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.287048303704974,0.0425430229333353,0.10993999630509,0.296602267590819,55
0.305856720913295,0.036805367793429,0.109499943011042,0.284002222597413,60
0.305856720913295,0.036805367793429,0.109499943011042,0.284002222597413,60
0.301077748988289,0.0385354983582155,0.126964690607216,0.300273867242416,55
0.301077748988289,0.0385354983582155,0.126964690607216,0.300273867242416,55
0.301077748988289,0.0385354983582155,0.126964690607216,0.300273867242416,55
0.341534915700511,0.0477186827764151,0.123149372345076,0.480774923821272,60
0.322830696543343,0.0561929483100032,0.122404955318694,0.328055588217368,52
0.322830696543343,0.0561929483100032,0.122404955318694,0.328055588217368,52
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.274343014093882,0.0373219626211081,0.108978885410238,0.43043495433504,70
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.287208815106594,0.0620490878146544,0.13260907662929,0.365181837268232,69
0.283144052010097,0.057305848807829,0.12929927628838,0.45110463322198,70
0.283144052010097,0.057305848807829,0.12929927628838,0.45110463322198,70
0.283144052010097,0.057305848807829,0.12929927628838,0.45110463322198,70
0.283144052010097,0.057305848807829,0.12929927628838,0.45110463322198,70
0.283144052010097,0.057305848807829,0.12929927628838,0.45110463322198,70
0.297028331648096,0.0441288089883214,0.115481975171054,0.450911460992137,52
0.297028331648096,0.0441288089883214,0.115481975171054,0.450911460992137,52
0.297028331648096,0.0441288089883214,0.115481975171054,0.450911460992137,52
0.295520547548053,0.0249117503943186,0.100184011779926,0.494985547618575,57
0.295520547548053,0.0249117503943186,0.100184011779926,0.494985547618575,57
0.295520547548053,0.0249117503943186,0.100184011779926,0.494985547618575,57
0.295520547548053,0.0249117503943186,0.100184011779926,0.494985547618575,57
0.295520547548053,0.0249117503943186,0.100184011779926,0.494985547618575,57
0.261935856386739,0.0279282523151785,0.0938897597449669,0.419732462138139,48
0.261935856386739,0.0279282523151785,0.0938897597449669,0.419732462138139,48
0.261935856386739,0.0279282523151785,0.0938897597449669,0.419732462138139,48
0.261935856386739,0.0279282523151785,0.0938897597449669,0.419732462138139,48
0.261935856386739,0.0279282523151785,0.0938897597449669,0.419732462138139,48
0.271372995173817,0.0263330039501042,0.0964669913867848,0.292502915138567,57
